0,1,2
690.0,757.0,-1.5707963267948974
770.0,847.0,1.5707963267948966
770.0,927.0,2.0943951023931957
580.0,757.0,-2.0943951023931966
700.0,807.0,2.617993877991494
600.0,757.0,3.1415926535897927
740.0,717.0,-1.5707963267948974
670.0,837.0,3.1415926535897927
700.0,857.0,3.1415926535897927
620.0,837.0,3.1415926535897927
690.0,857.0,2.617993877991494
520.0,777.0,-2.617993877991495
590.0,797.0,-2.617993877991495
630.0,797.0,2.617993877991494
680.0,817.0,-2.617993877991495
720.0,767.0,3.1415926535897927
800.0,827.0,2.617993877991494
630.0,847.0,-2.0943951023931966
660.0,887.0,3.1415926535897927
660.0,777.0,2.617993877991494
740.0,777.0,-2.0943951023931966
670.0,777.0,-1.5707963267948974
670.0,797.0,-2.617993877991495
630.0,857.0,3.1415926535897927
680.0,807.0,-2.0943951023931966
680.0,777.0,-2.617993877991495
540.0,757.0,3.1415926535897927
610.0,767.0,-2.0943951023931966
540.0,767.0,-2.617993877991495
670.0,767.0,-2.617993877991495
720.0,947.0,1.5707963267948966
690.0,727.0,-2.617993877991495
670.0,837.0,2.617993877991494
690.0,747.0,2.617993877991494
660.0,907.0,1.5707963267948966
690.0,797.0,-1.5707963267948974
710.0,737.0,-1.5707963267948974
650.0,907.0,2.617993877991494
610.0,817.0,-2.617993877991495
780.0,707.0,-1.5707963267948974
770.0,767.0,-2.0943951023931966
760.0,747.0,-2.617993877991495
640.0,847.0,-2.617993877991495
690.0,827.0,2.0943951023931957
670.0,847.0,-2.617993877991495
380.0,757.0,3.1415926535897927
690.0,817.0,2.0943951023931957
660.0,837.0,2.617993877991494
700.0,797.0,3.1415926535897927
660.0,837.0,3.1415926535897927
680.0,917.0,1.5707963267948966
620.0,747.0,-2.0943951023931966
580.0,777.0,3.1415926535897927
780.0,727.0,-2.0943951023931966
700.0,727.0,2.617993877991494
800.0,657.0,-1.5707963267948974
690.0,907.0,2.617993877991494
710.0,777.0,3.1415926535897927
640.0,797.0,3.1415926535897927
690.0,947.0,2.617993877991494
730.0,857.0,2.0943951023931957
740.0,847.0,-2.617993877991495
650.0,807.0,-2.0943951023931966
680.0,947.0,2.0943951023931957
590.0,767.0,-2.0943951023931966
500.0,767.0,3.1415926535897927
700.0,847.0,3.1415926535897927
560.0,777.0,3.1415926535897927
780.0,917.0,1.5707963267948966
660.0,847.0,3.1415926535897927
650.0,897.0,3.1415926535897927
720.0,907.0,1.5707963267948966
360.0,757.0,3.1415926535897927
780.0,917.0,2.0943951023931957
670.0,787.0,2.617993877991494
440.0,757.0,3.1415926535897927
760.0,857.0,2.0943951023931957
800.0,837.0,2.617993877991494
800.0,767.0,-1.5707963267948974
660.0,757.0,2.617993877991494
720.0,857.0,-2.617993877991495
660.0,857.0,3.1415926535897927
780.0,757.0,-1.5707963267948974
650.0,827.0,2.617993877991494
720.0,937.0,2.0943951023931957
780.0,877.0,1.5707963267948966
740.0,947.0,1.5707963267948966
650.0,847.0,3.1415926535897927
640.0,797.0,-2.617993877991495
700.0,897.0,3.1415926535897927
780.0,837.0,1.5707963267948966
690.0,907.0,1.5707963267948966
680.0,837.0,2.617993877991494
570.0,817.0,3.1415926535897927
690.0,727.0,-2.0943951023931966
620.0,787.0,3.1415926535897927
710.0,867.0,2.617993877991494
670.0,917.0,3.1415926535897927
700.0,747.0,-2.617993877991495
760.0,797.0,3.1415926535897927
680.0,907.0,2.0943951023931957
700.0,847.0,2.0943951023931957
710.0,857.0,-1.5707963267948974
590.0,787.0,-2.617993877991495
690.0,897.0,2.617993877991494
750.0,717.0,-2.0943951023931966
670.0,757.0,-2.617993877991495
670.0,917.0,2.0943951023931957
710.0,837.0,2.617993877991494
530.0,797.0,3.1415926535897927
600.0,847.0,3.1415926535897927
700.0,757.0,-2.0943951023931966
610.0,817.0,-2.0943951023931966
680.0,797.0,-2.0943951023931966
730.0,807.0,3.1415926535897927
700.0,737.0,-2.617993877991495
690.0,947.0,1.5707963267948966
630.0,747.0,3.1415926535897927
710.0,767.0,3.1415926535897927
720.0,817.0,2.0943951023931957
730.0,947.0,1.5707963267948966
700.0,847.0,-2.617993877991495
630.0,807.0,3.1415926535897927
720.0,907.0,3.1415926535897927
630.0,807.0,-2.0943951023931966
750.0,887.0,2.0943951023931957
620.0,827.0,3.1415926535897927
730.0,877.0,2.0943951023931957
610.0,757.0,-2.0943951023931966
580.0,827.0,2.617993877991494
680.0,877.0,2.617993877991494
620.0,807.0,3.1415926535897927
750.0,857.0,2.617993877991494
620.0,797.0,3.1415926535897927
590.0,807.0,3.1415926535897927
690.0,847.0,-2.617993877991495
740.0,797.0,-1.5707963267948974
640.0,837.0,-2.617993877991495
700.0,767.0,-1.5707963267948974
650.0,837.0,-2.617993877991495
600.0,847.0,-2.617993877991495
700.0,747.0,2.617993877991494
660.0,827.0,-2.617993877991495
540.0,797.0,-2.617993877991495
630.0,757.0,-2.0943951023931966
690.0,827.0,3.1415926535897927
670.0,897.0,3.1415926535897927
750.0,817.0,2.0943951023931957
750.0,777.0,-2.0943951023931966
680.0,917.0,3.1415926535897927
740.0,727.0,-1.5707963267948974
800.0,767.0,-2.617993877991495
480.0,757.0,3.1415926535897927
700.0,807.0,3.1415926535897927
790.0,687.0,-1.5707963267948974
670.0,737.0,-2.0943951023931966
700.0,887.0,2.0943951023931957
720.0,777.0,-2.0943951023931966
670.0,747.0,3.1415926535897927
740.0,797.0,3.1415926535897927
740.0,737.0,-2.617993877991495
710.0,937.0,2.0943951023931957
730.0,937.0,2.0943951023931957
690.0,927.0,2.0943951023931957
800.0,707.0,-1.5707963267948974
580.0,777.0,-2.617993877991495
690.0,787.0,2.617993877991494
690.0,747.0,-2.0943951023931966
680.0,877.0,2.0943951023931957
660.0,917.0,3.1415926535897927
700.0,757.0,2.617993877991494
780.0,907.0,1.5707963267948966
630.0,877.0,2.617993877991494
650.0,837.0,2.617993877991494
590.0,827.0,3.1415926535897927
630.0,767.0,-2.617993877991495
650.0,847.0,2.0943951023931957
620.0,867.0,2.617993877991494
690.0,847.0,2.617993877991494
450.0,737.0,-2.617993877991495
800.0,767.0,3.1415926535897927
600.0,787.0,2.617993877991494
690.0,797.0,-2.617993877991495
610.0,847.0,-2.617993877991495
760.0,777.0,-1.5707963267948974
800.0,747.0,-2.617993877991495
700.0,877.0,3.1415926535897927
750.0,787.0,-2.0943951023931966
730.0,867.0,1.5707963267948966
720.0,837.0,2.0943951023931957
490.0,757.0,-2.617993877991495
620.0,807.0,2.617993877991494
730.0,817.0,-2.617993877991495
760.0,907.0,1.5707963267948966
730.0,927.0,2.0943951023931957
650.0,787.0,3.1415926535897927
720.0,787.0,3.1415926535897927
800.0,667.0,-1.5707963267948974
660.0,827.0,3.1415926535897927
380.0,707.0,-2.617993877991495
760.0,727.0,-1.5707963267948974
630.0,857.0,-2.0943951023931966
650.0,857.0,2.617993877991494
770.0,907.0,1.5707963267948966
710.0,817.0,-2.617993877991495
720.0,757.0,-2.0943951023931966
730.0,847.0,2.617993877991494
630.0,837.0,3.1415926535897927
790.0,817.0,2.617993877991494
640.0,807.0,-2.0943951023931966
750.0,787.0,-1.5707963267948974
720.0,927.0,1.5707963267948966
660.0,897.0,2.0943951023931957
770.0,887.0,1.5707963267948966
450.0,757.0,3.1415926535897927
530.0,787.0,3.1415926535897927
700.0,937.0,2.0943951023931957
680.0,787.0,-2.617993877991495
540.0,757.0,-2.617993877991495
600.0,817.0,-2.617993877991495
620.0,847.0,-2.0943951023931966
660.0,827.0,-2.0943951023931966
520.0,767.0,-2.617993877991495
700.0,897.0,2.0943951023931957
720.0,797.0,2.0943951023931957
640.0,827.0,3.1415926535897927
650.0,757.0,3.1415926535897927
650.0,827.0,-2.0943951023931966
610.0,797.0,3.1415926535897927
680.0,807.0,-2.617993877991495
690.0,877.0,2.0943951023931957
750.0,937.0,2.0943951023931957
670.0,847.0,2.617993877991494
650.0,787.0,-2.0943951023931966
600.0,827.0,-2.617993877991495
640.0,857.0,-2.0943951023931966
