start,end,init_fp,fpX,fpY,cp,rho,alpha,epsilon,T_goal,max_iter,trajectoryNodes,extNodes
"[950, 800, 3.141592653589793]","[420, 750, -2.9845130209103035]",10,10,10,1.5,10,0.06,100,"[[420, 750, -2.9845130209103035], [429.93778292233384, 751.1137641530279, -3.029984678068357], [439.891532551297, 752.0744245112788, -3.0453782402343785], [449.8553353350946, 752.9245033814949, -3.056482049534452], [459.82498529817093, 753.7030145334587, -3.0636626831807288], [469.777088158003, 754.6805873784797, -3.043678992969279], [479.7323562926986, 755.625381729814, -3.0469720911964187], [489.6704286805332, 756.7365600297104, -3.0302448785051634], [499.60723378880823, 757.8590145901086, -3.0291101535948792], [509.57626858507746, 758.6453638959346, -3.062876457453915], [519.5180021718804, 759.7232939906224, -3.0335897978923265], [529.4741835747799, 760.6584153049766, -3.047943696623821], [539.432514749393, 761.5703584044785, -3.0502714668161603], [549.3961971217313, 762.421847443254, -3.0563405195274163], [559.3273240879234, 763.5934775817245, -3.0241599174587837], [569.3025665341636, 764.2967116385861, -3.0712111558543214], [579.2533649144408, 765.28747477631, -3.0423535288459664], [589.1904315596876, 766.4076115929192, -3.0293433989138805], [599.1310476164723, 767.4957992658848, -3.0325579704120322], [609.0596463355465, 768.6886645037043, -3.0220214094458457], [619.028071023326, 769.4827106258344, -3.0621043614977657], [629.0059440189347, 770.1475793974752, -3.0750566944674], [638.9495275310624, 771.2083088339208, -3.03531978327468], [648.9303749689726, 771.8269237554682, -3.07969163761845], [658.8514716008485, 773.0806548354768, -3.01969163761845], [668.7680931903435, 774.3693038376349, -3.0123684029200537], [678.7429447412222, 775.0780608749417, -3.070657476227059], [688.7124708200938, 775.8581568707646, -3.063503715342503], [698.6894596253121, 776.5361645259932, -3.0737398342635838], [708.6522214440486, 777.3983576268273, -3.055266162163267], [718.6379096569689, 777.9331762076039, -3.088085266864931], [728.5749565812275, 779.053487961127, -3.0293257944141128], [738.5102414008807, 780.189320498242, -3.0277637451653407], [748.4756239546721, 781.0206751497534, -3.0583611241557134], [758.4445722559732, 781.8081202373531, -3.0627665384347895], [768.399561320505, 782.7558505392077, -3.0466771728063953], [778.3229587385329, 783.9912386093615, -3.0177374304437055], [788.2930296251104, 784.764340489206, -3.0642052456396036], [798.2035699284634, 786.0989531279956, -3.0077319799622884], [808.122540080208, 787.3693983762456, -3.0142038660647876], [818.079158450379, 788.2998555922273, -3.0484121489098235], [827.979636589418, 789.70716956516, -3.000392528131417], [837.9700278259818, 790.1454422432838, -3.060392528131417], [847.9645908720971, 790.475153506702, -3.108615550531707], [857.9239970799772, 791.3752801569245, -3.051457991938576], [867.8804137268996, 792.3078934491764, -3.051457991938576], [877.8368303738221, 793.2405067414284, -3.051457991938576], [887.7932470207445, 794.1731200336802, -3.051457991938576], [897.7496636676669, 795.1057333259322, -3.051457991938576], [907.7060803145894, 796.038346618184, -3.051457991938576], [917.6624969615118, 796.970959910436, -3.051457991938576], [927.6189136084342, 797.9035732026879, -3.051457991938576], [937.5753302553567, 798.8361864949399, -3.051457991938576], [947.5317469022791, 799.7687997871917, -3.051457991938576], [950, 800, 3.141592653589793]]",5000,"[[950, 800, 3.141592653589793], [947.5317469022791, 799.7687997871917, -3.051457991938576], [937.5753302553567, 798.8361864949399, -3.051457991938576], [927.6189136084342, 797.9035732026879, -3.051457991938576], [917.6624969615118, 796.970959910436, -3.051457991938576], [907.7060803145894, 796.038346618184, -3.051457991938576], [897.7496636676669, 795.1057333259322, -3.051457991938576], [887.7932470207445, 794.1731200336802, -3.051457991938576], [877.8368303738221, 793.2405067414284, -3.051457991938576], [867.8804137268996, 792.3078934491764, -3.051457991938576], [857.9239970799772, 791.3752801569245, -3.051457991938576], [847.9645908720971, 790.475153506702, -3.108615550531707], [837.9700278259818, 790.1454422432838, -3.060392528131417], [827.979636589418, 789.70716956516, -3.000392528131417], [818.079158450379, 788.2998555922273, -3.0484121489098235], [808.122540080208, 787.3693983762456, -3.0142038660647876], [798.2035699284634, 786.0989531279956, -3.0077319799622884], [788.2930296251104, 784.764340489206, -3.0642052456396036], [778.3229587385329, 783.9912386093615, -3.0177374304437055], [768.399561320505, 782.7558505392077, -3.0466771728063953], [758.4445722559732, 781.8081202373531, -3.0627665384347895], [748.4756239546721, 781.0206751497534, -3.0583611241557134], [738.5102414008807, 780.189320498242, -3.0277637451653407], [728.5749565812275, 779.053487961127, -3.0293257944141128], [718.6379096569689, 777.9331762076039, -3.088085266864931], [708.6522214440486, 777.3983576268273, -3.055266162163267], [698.6894596253121, 776.5361645259932, -3.0737398342635838], [688.7124708200938, 775.8581568707646, -3.063503715342503], [678.7429447412222, 775.0780608749417, -3.070657476227059], [668.7680931903435, 774.3693038376349, -3.0123684029200537], [658.8514716008485, 773.0806548354768, -3.01969163761845], [648.9303749689726, 771.8269237554682, -3.07969163761845], [638.9495275310624, 771.2083088339208, -3.03531978327468], [629.0059440189347, 770.1475793974752, -3.0750566944674], [619.028071023326, 769.4827106258344, -3.0621043614977657], [609.0596463355465, 768.6886645037043, -3.0220214094458457], [599.1310476164723, 767.4957992658848, -3.0325579704120322], [589.1904315596876, 766.4076115929192, -3.0293433989138805], [579.2533649144408, 765.28747477631, -3.0423535288459664], [569.3025665341636, 764.2967116385861, -3.0712111558543214], [559.3273240879234, 763.5934775817245, -3.0241599174587837], [549.3961971217313, 762.421847443254, -3.0563405195274163], [539.432514749393, 761.5703584044785, -3.0502714668161603], [529.4741835747799, 760.6584153049766, -3.047943696623821], [519.5180021718804, 759.7232939906224, -3.0335897978923265], [509.57626858507746, 758.6453638959346, -3.062876457453915], [499.60723378880823, 757.8590145901086, -3.0291101535948792], [489.6704286805332, 756.7365600297104, -3.0302448785051634], [479.7323562926986, 755.625381729814, -3.0469720911964187], [469.777088158003, 754.6805873784797, -3.043678992969279], [459.82498529817093, 753.7030145334587, -3.0636626831807288], [449.8553353350946, 752.9245033814949, -3.056482049534452], [439.891532551297, 752.0744245112788, -3.0453782402343785], [429.93778292233384, 751.1137641530279, -3.029984678068357], [420, 750, -2.9845130209103035]]","[[960.0, 800.0, 3.141592653589793], [970.0, 800.0, 3.141592653589793], [980.0, 800.0, 3.141592653589793], [990.0, 800.0, 3.141592653589793], [1000.0, 800.0, 3.141592653589793], [1010.0, 800.0, 3.141592653589793], [1020.0, 800.0, 3.141592653589793], [1030.0, 800.0, 3.141592653589793], [1040.0, 800.0, 3.141592653589793], [1050.0, 800.0, 3.141592653589793], [1060.0, 800.0, 3.141592653589793], [1070.0, 800.0, 3.141592653589793], [1080.0, 800.0, 3.141592653589793], [1090.0, 800.0, 3.141592653589793], [1100.0, 800.0, 3.141592653589793], [1110.0, 800.0, 3.141592653589793], [1120.0, 800.0, 3.141592653589793], [1130.0, 800.0, 3.141592653589793], [1140.0, 800.0, 3.141592653589793], [1150.0, 800.0, 3.141592653589793], [1160.0, 800.0, 3.141592653589793], [1170.0, 800.0, 3.141592653589793], [1180.0, 800.0, 3.141592653589793], [1190.0, 799.9999999999999, 3.141592653589793], [1200.0, 799.9999999999999, 3.141592653589793], [1210.0, 799.9999999999999, 3.141592653589793], [1220.0, 799.9999999999999, 3.141592653589793], [1230.0, 799.9999999999999, 3.141592653589793], [1240.0, 799.9999999999999, 3.141592653589793], [1250.0, 799.9999999999999, 3.141592653589793], [1260.0, 799.9999999999999, 3.141592653589793], [1270.0, 799.9999999999999, 3.141592653589793], [1280.0, 799.9999999999999, 3.141592653589793], [1290.0, 799.9999999999999, 3.141592653589793], [1300.0, 799.9999999999999, 3.141592653589793], [1310.0, 799.9999999999999, 3.141592653589793], [1320.0, 799.9999999999999, 3.141592653589793], [1330.0, 799.9999999999999, 3.141592653589793], [1340.0, 799.9999999999999, 3.141592653589793], [1350.0, 799.9999999999999, 3.141592653589793], [1360.0, 799.9999999999999, 3.141592653589793], [1370.0, 799.9999999999999, 3.141592653589793], [1380.0, 799.9999999999999, 3.141592653589793], [1390.0, 799.9999999999999, 3.141592653589793], [1400.0, 799.9999999999999, 3.141592653589793]]"
